blueprint_run_id	field_bucket	source_layer	table_name	field_name	proposed_role	rationale	dependency_for_join	ambiguity_flag	notes_placeholder	upstream_source_type	upstream_bucket_or_role	upstream_rule	manual_review_priority	missing_like_fraction	non_missing_count	distinct_non_missing_count	paired_field_name	evidence_rule	evidence_rate
20260413T081835Z	deferred_for_later_expansion	endpoint	clinical_follow_up_v4_0	death_days_to	deferred_endpoint_candidate	Defer endpoint candidates that remain sparse or unresolved until later endpoint review rather than using them automatically in first-baseline construction.	deferred_endpoint_resolution	True	[fill in during cohort blueprint review]	endpoint_crosswalk	ambiguous_candidate	role_ambiguous_no_usable_primary_or_sparse_signal	high	0.927374	52	52		role_ambiguous_no_usable_primary_or_sparse_signal	
20260413T081835Z	deferred_for_later_expansion	endpoint	clinical_patient	days_to_patient_progression_free	deferred_endpoint_candidate	Defer endpoint candidates that remain sparse or unresolved until later endpoint review rather than using them automatically in first-baseline construction.	deferred_endpoint_resolution	True	[fill in during cohort blueprint review]	endpoint_crosswalk	ambiguous_candidate	role_ambiguous_no_usable_primary_or_sparse_signal	high	1.0	0	0		role_ambiguous_no_usable_primary_or_sparse_signal	
20260413T081835Z	deferred_for_later_expansion	endpoint	clinical_patient	days_to_tumor_progression	deferred_endpoint_candidate	Defer endpoint candidates that remain sparse or unresolved until later endpoint review rather than using them automatically in first-baseline construction.	deferred_endpoint_resolution	True	[fill in during cohort blueprint review]	endpoint_crosswalk	ambiguous_candidate	role_ambiguous_no_usable_primary_or_sparse_signal	high	1.0	0	0		role_ambiguous_no_usable_primary_or_sparse_signal	
20260413T081835Z	deferred_for_later_expansion	endpoint	clinical_patient	death_days_to	deferred_endpoint_candidate	Defer endpoint candidates that remain sparse or unresolved until later endpoint review rather than using them automatically in first-baseline construction.	deferred_endpoint_resolution	True	[fill in during cohort blueprint review]	endpoint_crosswalk	ambiguous_candidate	role_ambiguous_no_usable_primary_or_sparse_signal	high	0.905196	104	101		role_ambiguous_no_usable_primary_or_sparse_signal	
20260413T081835Z	deferred_for_later_expansion	biospecimen	biospecimen_aliquot	bcr_aliquot_barcode	child_biospecimen_identifier	Keep deeper biospecimen identifiers for later expansion because the first baseline blueprint requires only the sample anchor, not mandatory child-layer joins.	later_child_layer_expansion	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	primary_link_candidate	role_primary_canonical_level_identifier	low	0.0	14538	14538	bcr_aliquot_uuid	exact_pair_one_to_one_same_table	1.0
20260413T081835Z	deferred_for_later_expansion	biospecimen	biospecimen_aliquot	bcr_aliquot_uuid	child_biospecimen_identifier	Keep deeper biospecimen identifiers for later expansion because the first baseline blueprint requires only the sample anchor, not mandatory child-layer joins.	later_child_layer_expansion	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	primary_link_candidate	role_primary_canonical_level_identifier	low	0.0	14538	14538	bcr_aliquot_barcode	exact_pair_one_to_one_same_table	1.0
20260413T081835Z	deferred_for_later_expansion	biospecimen	biospecimen_aliquot	bcr_patient_uuid	later_biospecimen_side_or_overlap_identifier	Keep overlapping and side-table biospecimen identifiers for later expansion rather than making them automatic first-baseline requirements.	later_side_link_review	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	overlapping_link_candidate	role_overlapping_repeated_strong_identifier	medium	0.0	14538	1101	bcr_sample_barcode	same_row_copresence_only	1.0
20260413T081835Z	deferred_for_later_expansion	biospecimen	biospecimen_aliquot	bcr_sample_barcode	later_biospecimen_side_or_overlap_identifier	Keep overlapping and side-table biospecimen identifiers for later expansion rather than making them automatic first-baseline requirements.	later_side_link_review	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	overlapping_link_candidate	role_overlapping_repeated_strong_identifier	medium	0.0	14538	2300	bcr_aliquot_barcode	barcode_prefix_same_row	0.999587
20260413T081835Z	deferred_for_later_expansion	biospecimen	biospecimen_aliquot	biospecimen_barcode_bottom	ambiguous_biospecimen_identifier	Keep deeper biospecimen identifiers for later expansion because the first baseline blueprint requires only the sample anchor, not mandatory child-layer joins.	manual_identifier_review	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	ambiguous_candidate	role_ambiguous_generic_or_conflicted_identifier	high	0.0	14538	14537	bcr_sample_barcode	same_row_copresence_only	1.0
20260413T081835Z	deferred_for_later_expansion	biospecimen	biospecimen_analyte	analyte_type	child_biospecimen_identifier	Keep deeper biospecimen identifiers for later expansion because the first baseline blueprint requires only the sample anchor, not mandatory child-layer joins.	later_child_layer_expansion	True	[fill in during cohort blueprint review]	biospecimen_identifier_crosswalk	secondary_link_candidate	role_secondary_level_helper_field	medium	0.0	6315	4	bcr_analyte_barcode	same_row_copresence_only	1.0
